"word","valence","valence_mean_sd","dominance","dominance_mean_sd","arousal","arousal_mean_sd","frequency"
"betray","1.6799999475","1.0199999809265","7.2399997711","2.059999942779541","4.9200000763","2.9700000286102","4"
"bird","7.2699999809","1.3600000143051","3.1700000763","2.230000019073486","4.4200000763","2.2599999904633","31"
"birthday","7.8400001526","1.9199999570847","6.6799998283","2.109999895095825","5.8899998665","2.6099998950958","18"
"blackmail","2.9500000477","1.9500000476837","6.0300002098","2.700000047683716","3.5399999619","2.6700000762939","2"
"blase","4.8899998665","1.1599999666214","3.9400000572","1.759999990463257","4.5700001717","1.4400000572205","7"
"bless","7.1900000572","1.6900000572205","4.0500001907","2.589999914169312","5.5199999809","2.2200000286102","9"
"blind","3.0499999523","1.9900000095367","4.3899998665","2.359999895095825","3.2799999714","1.9099999666214","47"
"blossom","7.2600002289","1.1799999475479","5.0300002098","2.650000095367432","5.5300002098","2.210000038147","7"
"bold","6.8000001907","1.6100000143051","5.5999999046","2.210000038146973","6.6700000763","1.8099999427795","21"
"bomb","2.0999999046","1.1900000572205","7.1500000954","2.400000095367432","4.5399999619","2.8800001144409","36"
"book","5.7199997902","1.539999961853","4.1700000763","2.490000009536743","5.3000001907","2.0499999523163","193"
"bored","2.9500000477","1.3500000238419","2.8299999237","2.309999942779541","4.1100001335","1.7000000476837","14"
"bowl","5.3299999237","1.3300000429153","3.4700000286","2.119999885559082","4.6900000572","1.6699999570847","23"
"boy","6.3200001717","1.6000000238419","4.5799999237","2.369999885559082","5.3400001526","2.2000000476837","242"
"breast","6.5","1.7799999713898","5.3699998856","2.390000104904175","5.3899998665","2.2699999809265","11"
"brother","7.1100001335","2.1700000762939","4.7100000381","2.680000066757202","5.1199998856","2.3099999427795","73"
"brutal","2.7999999523","1.8999999761581","6.5999999046","2.359999895095825","4.5900001526","2.7000000476837","7"
"bunny","7.2399997711","1.3200000524521","4.0599999428","2.609999895095825","4.9699997902","2.1800000667572","1"
"burdened","2.5","1.3200000524521","5.6300001144","2.069999933242798","5.0300002098","2.3499999046326","4"
"burial","2.0499999523","1.4099999666214","5.0799999237","2.400000095367432","3.5499999523","1.9500000476837","11"
"butter","5.3299999237","1.2000000476837","3.1700000763","1.840000033378601","4.6700000763","1.6900000572205","27"
"butterfly","7.1700000763","1.2000000476837","3.4700000286","2.390000104904175","4.6500000954","2.2699999809265","2"
"cake","7.2600002289","1.2699999809265","5","2.369999885559082","5.1599998474","2.0499999523163","9"
"cancer","1.5","0.8500000238419","6.4200000763","2.829999923706055","3.4200000763","2.9900000095367","25"
"candy","6.5399999619","2.0899999141693","4.5799999237","2.400000095367432","5.3299999237","1.9099999666214","16"
"capable","7.1599998474","1.3899999856949","5.0799999237","2.069999933242798","6.4699997902","1.9400000572205","66"
"carefree","7.5399999619","1.3799999952316","4.1700000763","2.839999914169312","5.7800002098","2.5","9"
"caress","7.8400001526","1.1599999666214","5.1399998665","3","5.8299999237","2.1300001144409","1"
"cemetery","2.6300001144","1.3999999761581","4.8200001717","2.660000085830688","4.2699999809","2.1400001049042","15"
"chair","5.0799999237","0.9800000190735","3.1500000954","1.769999980926514","4.5599999428","1.6000000238419","66"
"champion","8.4399995804","0.8999999761581","5.8499999046","3.150000095367432","6.5","2.8499999046326","23"
"charm","6.7699999809","1.5800000429153","5.1599998474","2.25","5.5700001717","2.25","26"
"cheer","8.1000003815","1.1699999570847","6.1199998856","2.450000047683716","6","2.0599999427795","8"
"child","7.0799999237","1.9800000190735","5.5500001907","2.289999961853027","5.0999999046","2.2999999523163","213"
"church","6.2800002098","2.3099999427795","4.3400001526","2.450000047683716","5","2.4200000762939","348"
"circus","7.3000001907","1.8400000333786","5.9699997902","2.589999914169312","5.3899998665","2.25","7"
"city","6.0300002098","1.3700000047684","5.2399997711","2.529999971389771","5.7399997711","2.0799999237061","393"
"clothing","6.5399999619","1.8500000238419","4.7800002098","2.880000114440918","5.3299999237","2.1400001049042","20"
"cockroach","2.8099999428","2.1099998950958","6.1100001335","2.779999971389771","4.7399997711","2.5799999237061","2"
"coffin","2.5599999428","1.960000038147","5.0300002098","2.789999961853027","4.0799999237","2.539999961853","7"
"comedy","8.3699998856","0.9399999976158","5.8499999046","2.809999942779541","5.4400000572","2.0799999237061","39"
"concentrate","5.1999998093","1.2799999713898","4.6500000954","2.130000114440918","4.9699997902","1.75","11"
"confident","7.9800000191","1.289999961853","6.2199997902","2.410000085830688","7.6799998283","1.9400000572205","16"
"confused","3.2100000381","1.5099999904633","6.0300002098","1.879999995231628","4.2399997711","1.9099999666214","44"
"consoled","5.7800002098","1.6399999856949","4.5300002098","2.220000028610229","4.4400000572","1.8400000333786","2"
"contempt","3.8499999046","2.1300001144409","5.2800002098","2.039999961853027","5.1300001144","1.7300000190735","15"
"contents","4.8899998665","0.8899999856949","4.3200001717","2.140000104904175","4.8499999046","1.4900000095367","16"
"context","5.1999998093","1.3799999952316","4.2199997902","2.240000009536743","5.1700000763","1.3899999856949","2"
"controlling","3.7999999523","2.25","6.0999999046","2.190000057220459","5.1700000763","3.1500000953674","23"
"corpse","2.1800000668","1.4800000190735","4.7399997711","2.940000057220459","3.5899999142","2.4400000572205","7"
"cottage","6.4499998093","1.5199999809265","3.3900001049","2.539999961853027","5.3899998665","1.7799999713898","19"
"cozy","7.3899998665","1.5299999713898","3.3199999332","2.279999971389771","4.8899998665","2.2799999713898","1"
"crash","2.3099999428","1.4400000572205","6.9499998093","2.440000057220459","3.4400000572","2.210000038147","20"
"crown","6.5799999237","1.4199999570847","4.2800002098","2.529999971389771","6.0599999428","2.1500000953674","19"
"crucify","2.2300000191","1.7200000286102","6.4699997902","2.470000028610229","3.7400000095","2.4800000190735","2"
"cruel","1.9700000286","1.6699999570847","5.6799998283","2.650000095367432","4.2399997711","2.8399999141693","15"
"crushed","2.2100000381","1.7400000095367","5.5199999809","2.869999885559082","3.3599998951","2.6900000572205","10"
"cuddle","7.7199997902","1.9199999570847","4.4000000954","2.670000076293945","5.8499999046","2.4200000762939","0"
"curious","6.0799999237","1.6299999952316","5.8200001717","1.639999985694885","5.4200000763","1.6000000238419","46"
"custom","5.8499999046","1.5299999713898","4.6599998474","2.119999885559082","5","1.8700000047684","14"
"cute","7.6199998856","1.0099999904633","5.5300002098","2.710000038146973","4.8600001335","2.3199999332428","5"
"cyclone","3.5999999046","2.3800001144409","6.3600001335","2.890000104904175","4.8899998665","2.5599999427795","0"
"dagger","3.3800001144","1.7699999809265","6.1399998665","2.640000104904175","4.5199999809","2.2699999809265","1"
"death","1.6100000143","1.3999999761581","4.5900001526","3.069999933242798","3.4700000286","2.5","277"
"debt","2.2200000286","1.1699999570847","5.6799998283","2.740000009536743","3.0199999809","2.1600000858307","13"
"decompose","3.2000000477","1.8099999427795","4.6500000954","2.390000104904175","4.0199999809","1.9099999666214","1"
"defeated","2.3399999142","1.6599999666214","5.0900001526","3","3.1099998951","2.3399999141693","15"
"defiant","4.2600002289","2.1199998855591","6.0999999046","2.509999990463257","5.7699999809","2.4000000953674","3"
"delight","8.2600002289","1.039999961853","5.4400000572","2.880000114440918","5.7899999619","2.2400000095367","29"
"demon","2.1099998951","1.5599999427795","6.7600002289","2.680000066757202","4.8899998665","2.8900001049042","9"
"depressed","1.8300000429","1.4199999570847","4.7199997902","2.950000047683716","2.7400000095","2.1300001144409","11"
"depression","1.8500000238","1.6699999570847","4.5399999619","3.190000057220459","2.9100000858","2.2699999809265","24"
"deserter","2.4500000477","1.7999999523163","5.5","2.549999952316284","3.7699999809","2.289999961853","0"
"despairing","2.4300000668","1.4700000286102","5.6799998283","2.369999885559082","3.4300000668","2.1099998950958","4"
"despise","2.0299999714","1.3799999952316","6.2800002098","2.430000066757202","4.7199997902","2.7999999523163","7"
"destroy","2.6400001049","2.0299999713898","6.8299999237","2.380000114440918","4.9400000572","2.8599998950958","48"
"detached","3.8599998951","1.8799999952316","4.2600002289","2.569999933242798","3.6300001144","2.1500000953674","12"
"detest","2.1700000763","1.2999999523163","6.0599999428","2.390000104904175","5.8299999237","2.5999999046326","1"
"devil","2.2100000381","1.9900000095367","6.0700001717","2.609999895095825","5.3499999046","2.75","25"
"devoted","7.4099998474","1.3700000047684","5.2300000191","2.210000038146973","6.1799998283","2.3599998950958","51"
"diamond","7.9200000763","1.2000000476837","5.5300002098","2.960000038146973","5.5399999619","2.2799999713898","8"
"dignified","7.0999999046","1.2599999904633","4.1199998856","2.289999961853027","6.1199998856","2.4000000953674","7"
"diploma","8","1.3899999856949","5.6700000763","2.799999952316284","6.7600002289","2.5","0"
"disappoint","2.3900001049","1.4400000572205","4.9200000763","2.640000104904175","3.2899999619","2.3199999332428","0"
"disaster","1.7300000191","1.1299999952316","6.3299999237","2.700000047683716","3.5199999809","2.4200000762939","26"
"discouraged","3","2.1600000858307","4.5300002098","2.109999895095825","3.6099998951","2.0099999904633","15"
"disdainful","3.6800000668","1.8999999761581","5.0399999619","2.140000104904175","4.5500001907","1.9199999570847","2"
"disgusted","2.4500000477","1.4099999666214","5.4200000763","2.589999914169312","4.3400001526","1.9400000572205","6"
"disloyal","1.9299999475","1.6100000143051","6.5599999428","2.210000038146973","3.7899999619","2.75","2"
"displeased","2.7899999619","2.2300000190735","5.6399998665","2.480000019073486","4.1900000572","2.1900000572205","7"
"distressed","1.9400000572","1.1000000238419","6.4000000954","2.380000114440918","3.7599999905","2.4100000858307","4"
"divorce","2.2200000286","1.8799999952316","6.3299999237","2.710000038146973","3.2599999905","2.2400000095367","29"
"doctor","5.1999998093","2.539999961853","5.8600001335","2.700000047683716","4.8899998665","2.75","100"
"door","5.1300001144","1.4400000572205","3.7999999523","2.289999961853027","4.6900000572","1.7200000286102","312"
"dreadful","2.2599999905","1.9099999666214","5.8400001526","2.619999885559082","4.0999999046","2.3599998950958","10"
"dream","6.7300000191","1.75","4.5300002098","2.720000028610229","5.5300002098","1.9800000190735","64"
"dress","6.4099998474","1.3400000333786","4.0500001907","1.889999985694885","5","1.8899999856949","67"
"earth","7.1500000954","1.6699999570847","4.2399997711","2.490000009536743","5.6100001335","2.2999999523163","150"
"easygoing","7.1999998093","1.5","4.3000001907","2.519999980926514","5.25","1.75","1"
"eat","7.4699997902","1.7300000190735","5.6900000572","2.509999990463257","5.5999999046","2.1199998855591","61"
"education","6.6900000572","1.7699999809265","5.7399997711","2.460000038146973","6.1500000954","2.3499999046326","214"
"elated","7.4499998093","1.7699999809265","6.2100000381","2.299999952316284","5.5300002098","2.3499999046326","3"
"elegant","7.4299998283","1.2599999904633","4.5300002098","2.650000095367432","5.9499998093","2.0899999141693","14"
"embarrassed","3.0299999714","1.8500000238419","5.8699998856","2.549999952316284","2.8699998856","1.9900000095367","8"
"embattled","4.3899998665","1.6299999952316","5.3600001335","2.369999885559082","4.8099999428","1.789999961853","1"
"engaged","8","1.3799999952316","6.7699999809","2.069999933242798","6.4899997711","2.2200000286102","47"
"enjoyment","7.8000001907","1.2000000476837","5.1999998093","2.720000028610229","6.4600000381","1.7699999809265","21"
"ennui","5.0900001526","1.7599999904633","4.4000000954","2.329999923706055","4.6700000763","1.7999999523163","0"
"employment","6.4699997902","1.8099999427795","5.2800002098","2.119999885559082","5.7300000191","2.0799999237061","47"
"engine","5.1999998093","1.1799999475479","3.9800000191","2.329999923706055","5","1.7699999809265","50"
"enraged","2.4600000381","1.6499999761581","7.9699997902","2.170000076293945","6.3299999237","2.9200000762939","1"
"errand","4.5799999237","1.7400000095367","3.8499999046","1.919999957084656","4.7800002098","1.5099999904633","7"
"excellence","8.3800001144","0.9599999785423","5.5399999619","2.670000076293945","7.2800002098","2.3199999332428","15"
"excitement","7.5","2.2000000476837","7.6700000763","1.909999966621399","6.1799998283","2.1700000762939","32"
"excuse","4.0500001907","1.4099999666214","4.4800000191","2.289999961853027","4.0700001717","2.0999999046326","27"
"execution","2.3699998856","2.0599999427795","5.7100000381","2.740000009536743","4.1100001335","2.6600000858307","15"
"exercise","7.1300001144","1.5800000429153","6.8400001526","2.059999942779541","5.6799998283","2.4400000572205","58"
"failure","1.7000000477","1.0700000524521","4.9499998093","2.809999942779541","2.4000000954","2.1800000667572","89"
"fame","7.9299998283","1.289999961853","6.5500001907","2.460000038146973","6.8499999046","2.1400001049042","18"
"family","7.6500000954","1.5499999523163","4.8000001907","2.710000038146973","6","1.8700000047684","331"
"fascinate","7.3400001526","1.6799999475479","5.8299999237","2.730000019073486","6.1500000954","1.8899999856949","3"
"fat","2.2799999714","1.9199999570847","4.8099999428","2.799999952316284","4.4699997902","3.0599999427795","60"
"father","7.0799999237","2.2000000476837","5.9200000763","2.599999904632568","5.6300001144","2.8900001049042","383"
"fatigued","3.2799999714","1.4299999475479","2.6400001049","2.190000057220459","3.7799999714","1.9700000286102","3"
"fearful","2.25","1.1799999475479","6.3299999237","2.279999971389771","3.6400001049","2.1800000667572","13"
"feeble","3.2599999905","1.4700000286102","4.0999999046","2.069999933242798","2.7100000381","1.6399999856949","8"
"filth","2.4700000286","1.6799999475479","5.1199998856","2.319999933242798","3.8099999428","2.0599999427795","2"
"fire","3.2200000286","2.0599999427795","7.1700000763","2.059999942779541","4.4899997711","2.4900000095367","187"
"flabby","2.6600000858","1.8700000047684","4.8200001717","2.809999942779541","3.3099999428","1.8999999761581","0"
"flower","6.6399998665","1.7799999713898","4","2.440000057220459","4.9800000191","2.1700000762939","23"
"foul","2.8099999428","1.5199999809265","4.9299998283","2.230000019073486","4.5100002289","1.8899999856949","4"
"fragrance","6.0700001717","1.9700000286102","4.7899999619","2.539999961853027","5.1399998665","1.9099999666214","6"
"fraud","2.6700000763","1.6599999666214","5.75","2.450000047683716","3.5799999237","2.5","8"
"free","8.2600002289","1.3099999427795","5.1500000954","3.039999961853027","6.3499999046","2.4000000953674","260"
"freedom","7.5799999237","2.039999961853","5.5199999809","2.720000028610229","6.7600002289","2.289999961853","128"
"friend","7.7399997711","1.2400000095367","5.7399997711","2.569999933242798","6.7399997711","1.8899999856949","133"
"friendly","8.4300003052","1.0800000429153","5.1100001335","2.960000038146973","5.9200000763","2.4200000762939","61"
"frog","5.7100000381","1.7400000095367","4.5399999619","2.029999971389771","5.3400001526","1.960000038147","1"
"frustrated","2.4800000191","1.6399999856949","5.6100001335","2.759999990463257","3.5","2.1199998855591","10"
"funeral","1.3899999857","0.8700000047684","4.9400000572","3.210000038146973","2.9700000286","2.5499999523163","33"
"fungus","3.0599999428","1.75","4.6799998283","2.329999923706055","4.0599999428","1.9400000572205","2"
"fur","4.5100002289","1.8799999952316","4.1799998283","2.440000057220459","4.3200001717","1.9700000286102","13"
"gangrene","2.2799999714","1.9099999666214","5.6999998093","2.960000038146973","3.3599998951","2.3399999141693","0"
"garbage","2.9800000191","1.960000038147","5.0399999619","2.5","4.2399997711","2.0199999809265","7"
"gentle","7.3099999428","1.2999999523163","3.2100000381","2.569999933242798","5.0999999046","2.1600000858307","27"
"gift","7.7699999809","2.2400000095367","6.1399998665","2.759999990463257","5.5199999809","2.539999961853","33"
"girl","6.8699998856","1.6399999856949","4.2899999619","2.690000057220459","5.8000001907","2.1600000858307","220"
"glacier","5.5","1.25","4.2399997711","2.289999961853027","4.9200000763","2.1199998855591","1"
"glamour","6.7600002289","1.6000000238419","4.6799998283","2.230000019073486","5.7600002289","2.4900000095367","5"
"gloom","1.8799999952","1.2300000190735","3.8299999237","2.329999923706055","3.5499999523","2.0699999332428","14"
"glory","7.5500001907","1.6799999475479","6.0199999809","2.710000038146973","6.8499999046","2.2300000190735","21"
"god","8.1499996185","1.2699999809265","5.9499998093","2.839999914169312","5.8800001144","2.8900001049042","318"
"gold","7.5399999619","1.6299999952316","5.7600002289","2.789999961853027","5.8499999046","2.460000038147","52"
"graduate","8.1899995804","1.1299999952316","7.25","2.25","6.9400000572","2.4400000572205","30"
"grateful","7.3699998856","0.9700000286102","4.5799999237","2.140000104904175","6.1799998283","1.7699999809265","25"
"green","6.1799998283","2.0499999523163","4.2800002098","2.460000038146973","4.8200001717","2.0499999523163","116"
"grief","1.6900000572","1.039999961853","4.7800002098","2.839999914169312","3.5","2.3499999046326","10"
"guillotine","2.4800000191","2.1099998950958","6.5599999428","2.539999961853027","4.6399998665","2.6300001144409","0"
"guilty","2.6300001144","1.9800000190735","6.0399999619","2.759999990463257","3.0899999142","2.2200000286102","29"
"hammer","4.8800001144","1.1599999666214","4.5799999237","2.019999980926514","4.75","1.8799999952316","9"
"handsome","7.9299998283","1.4700000286102","5.9499998093","2.730000019073486","5.1900000572","2.2200000286102","40"
"happy","8.2100000381","1.8200000524521","6.4899997711","2.769999980926514","6.6300001144","2.4300000667572","98"
"hate","2.1199998856","1.7200000286102","6.9499998093","2.559999942779541","5.0500001907","2.9500000476837","42"
"hatred","1.9800000191","1.9199999570847","6.6599998474","2.559999942779541","4.3000001907","2.7599999904633","20"
"headache","2.0199999809","1.0599999427795","5.0700001717","2.740000009536743","3.5999999046","1.9800000190735","5"
"health","6.8099999428","1.8799999952316","5.1300001144","2.349999904632568","5.8299999237","1.9099999666214","105"
"heaven","7.3000001907","2.3900001049042","5.6100001335","3.200000047683716","6.1500000954","2.5599999427795","43"
"helpless","2.2000000477","1.4199999570847","5.3400001526","2.519999980926514","2.2699999809","1.8300000429153","21"
"hide","4.3200001717","1.9099999666214","5.2800002098","2.509999990463257","3.4000000954","2.1199998855591","22"
"history","5.2399997711","2.0099999904633","3.9300000668","2.289999961853027","4.8299999237","2.0799999237061","286"
"home","7.9099998474","1.6299999952316","4.2100000381","2.940000057220459","5.9000000954","2.2999999523163","547"
"honest","7.6999998093","1.4299999475479","5.3200001717","1.919999957084656","6.2399997711","2.1300001144409","47"
"honor","7.6599998474","1.2400000095367","5.9000000954","1.830000042915344","6.6999998093","2.039999961853","66"
"hopeful","7.0999999046","1.460000038147","5.7800002098","2.089999914169312","5.4099998474","1.9199999570847","12"
"horror","2.7599999905","2.25","7.2100000381","2.140000104904175","4.6300001144","2.7000000476837","17"
"horse","5.8899998665","1.5499999523163","3.8900001049","2.170000076293945","4.6700000763","1.6000000238419","117"
"hospital","5.0399999619","2.4500000476837","5.9800000191","2.539999961853027","4.6900000572","2.1600000858307","110"
"hostage","2.2000000477","1.7999999523163","6.7600002289","2.630000114440918","2.8299999237","2.3199999332428","2"
"hostile","2.7300000191","1.5","6.4400000572","2.279999971389771","4.8499999046","2.5799999237061","19"
"hug","8","1.5499999523163","5.3499999046","2.759999990463257","5.7899999619","2.4100000858307","3"
"humble","5.8600001335","1.4199999570847","3.7400000095","2.329999923706055","4.7600002289","2.25","18"
"humor","8.5600004196","0.8100000023842","5.5","2.910000085830688","6.0799999237","2.1400001049042","47"
"hungry","3.5799999237","2.0099999904633","5.1300001144","2.440000057220459","4.6799998283","2.0499999523163","23"
"hurt","1.8999999762","1.2599999904633","5.8499999046","2.490000009536743","3.3299999237","2.2200000286102","37"
"idiot","3.1600000858","1.9099999666214","4.2100000381","2.470000028610229","3.1800000668","2.1300001144409","2"
"impotent","2.8099999428","1.9199999570847","4.5700001717","2.589999914169312","3.4300000668","2.4300000667572","2"
"impressed","7.3299999237","1.8400000333786","5.4200000763","2.650000095367432","5.5100002289","2.210000038147","30"
"improve","7.6500000954","1.1599999666214","5.6900000572","2.150000095367432","6.0799999237","2.25","39"
"industry","5.3000001907","1.6100000143051","4.4699997902","2.430000066757202","4.9099998474","2.039999961853","171"
"infection","1.6599999666","1.3400000333786","5.0300002098","2.769999980926514","3.6099998951","2.6400001049042","8"
"ink","5.0500001907","0.8100000023842","3.8399999142","1.879999995231628","4.6100001335","2.1300001144409","7"
"insecure","2.3599998951","1.3300000429153","5.5599999428","2.339999914169312","2.3299999237","1.9500000476837","3"
"insolent","4.3499999046","1.7599999904633","5.3800001144","2.369999885559082","4.5","2.0599999427795","2"
"inspire","6.9699997902","1.9099999666214","5","2.529999971389771","6.3400001526","2.1099998950958","3"
"inspired","7.1500000954","1.8500000238419","6.0199999809","2.670000076293945","6.6700000763","2.3099999427795","25"
"interest","6.9699997902","1.5299999713898","5.6599998474","2.259999990463257","5.8800001144","1.7799999713898","330"
"irritate","3.1099998951","1.6699999570847","5.7600002289","2.150000095367432","5.0300002098","2.0499999523163","0"
"jail","1.9500000477","1.2699999809265","5.4899997711","2.670000076293945","3.8099999428","2.710000038147","21"
"jealousy","2.5099999905","1.8300000429153","6.3600001335","2.660000085830688","3.7999999523","2.4100000858307","4"
"jelly","5.6599998474","1.4400000572205","3.7000000477","2.289999961853027","4.5300002098","1.7699999809265","3"
"jewel","7","1.7200000286102","5.3800001144","2.539999961853027","5.5900001526","2.1900000572205","1"
"joy","8.6000003815","0.7099999785423","7.2199997902","2.130000114440918","6.2800002098","2.1500000953674","40"
"joyful","8.220000267","1.2200000286102","5.9800000191","2.539999961853027","6.5999999046","1.7999999523163","1"
"justice","7.7800002098","1.3500000238419","5.4699997902","2.539999961853027","6.4699997902","2.2599999904633","114"
"kerosene","4.8000001907","1.5900000333786","4.3400001526","2.509999990463257","4.6300001144","1.9900000095367","6"
"killer","1.8899999857","1.3899999856949","7.8600001335","1.889999985694885","4.5399999619","3.1099998950958","21"
"kind","7.5900001526","1.6699999570847","4.4600000381","2.549999952316284","5.9499998093","1.9299999475479","313"
"kindness","7.8200001717","1.3899999856949","4.3000001907","2.619999885559082","5.6700000763","2.6300001144409","5"
"king","7.2600002289","1.6699999570847","5.5100002289","2.769999980926514","7.3800001144","2.0999999046326","88"
"kiss","8.2600002289","1.539999961853","7.3200001717","2.029999971389771","6.9299998283","2.2799999713898","17"
"knowledge","7.5799999237","1.3200000524521","5.9200000763","2.319999933242798","6.7800002098","2.4100000858307","145"
"lake","6.8200001717","1.539999961853","3.9500000477","2.440000057220459","4.9000000954","2.0999999046326","54"
"laughter","8.4499998093","1.0800000429153","6.75","2.5","6.4499998093","2.4500000476837","22"
"learn","7.1500000954","1.4900000095367","5.3899998665","2.220000028610229","6.3400001526","2.1700000762939","84"
"leisurely","6.8800001144","1.8099999427795","3.7999999523","2.380000114440918","5.1500000954","1.8999999761581","5"
"leprosy","2.0899999142","1.3999999761581","6.2899999619","2.230000019073486","4","2.2999999523163","1"
"liberty","7.9800000191","1.2200000286102","5.5999999046","2.650000095367432","6.2899999619","2.4400000572205","46"
"lice","2.3099999428","1.7799999713898","5","2.259999990463257","3.9500000477","2.289999961853","2"
"lie","2.7899999619","1.9199999570847","5.9600000381","2.630000114440918","3.2999999523","2.4200000762939","59"
"life","7.2699999809","1.8799999952316","6.0199999809","2.619999885559082","5.7199997902","2.5099999904633","715"
"listless","4.1199998856","1.7300000190735","4.0999999046","2.309999942779541","4.1399998665","1.7300000190735","1"
"loneliness","1.6100000143","1.0199999809265","4.5599999428","2.970000028610229","2.5099999905","2.2699999809265","9"
"lonely","2.1700000763","1.7599999904633","4.5100002289","2.680000066757202","2.9500000477","2.1199998855591","25"
"louse","2.8099999428","1.9199999570847","4.9800000191","2.029999971389771","3.5699999332","2.2599999904633","3"
"love","8.720000267","0.6999999880791","6.4400000572","3.349999904632568","7.1100001335","2.5599999427795","232"
"loved","8.6400003433","0.7099999785423","6.3800001144","2.680000066757202","6.6199998856","2.5299999713898","56"
"loyal","7.5500001907","1.8999999761581","5.1599998474","2.420000076293945","6.9099998474","2.2300000190735","18"
"lucky","8.1700000763","1.0599999427795","6.5300002098","2.339999914169312","6.0500001907","2.25","21"
"luscious","7.5","1.0800000429153","5.3400001526","2.509999990463257","5.6799998283","1.8400000333786","2"
"luxury","7.8800001144","1.4900000095367","4.75","2.910000085830688","6.4000000954","2.4500000476837","21"
"maggot","2.0599999428","1.4700000286102","5.2800002098","2.960000038146973","4.0300002098","2.0899999141693","2"
"malice","2.6900000572","1.8400000333786","5.8600001335","2.75","4.7399997711","2.7200000286102","2"
"masterful","7.0900001526","1.7799999713898","5.1999998093","2.849999904632568","7.1799998283","2.5599999427795","2"
"measles","2.7400000095","1.9700000286102","5.0599999428","2.440000057220459","4.1300001144","2.1600000858307","2"
"meek","3.8699998856","1.6900000572205","3.7999999523","2.130000114440918","3.6700000763","2.2300000190735","10"
"memory","6.6199998856","1.5","5.4200000763","2.25","5.1100001335","2.1199998855591","76"
"menace","2.8800001144","1.6399999856949","5.5199999809","2.450000047683716","4.9800000191","2.25","9"
"mighty","6.5399999619","2.1900000572205","5.6100001335","2.380000114440918","7.2300000191","2.1099998950958","29"
"mildew","3.1700000763","1.3600000143051","4.0799999237","1.789999961853027","4.4000000954","1.789999961853","1"
"millionaire","8.029999733","1.4199999570847","6.1399998665","2.700000047683716","6.9699997902","2.4000000953674","2"
"miracle","8.6000003815","0.7099999785423","7.6500000954","1.669999957084656","5.3499999046","2.5799999237061","16"
"modest","5.7600002289","1.2799999713898","3.9800000191","2.240000009536743","4.9600000381","2.1600000858307","29"
"moment","5.7600002289","1.6499999761581","3.8299999237","2.289999961853027","4.8099999428","1.9199999570847","246"
"money","7.5900001526","1.3999999761581","5.6999998093","2.660000085830688","6.25","2.3299999237061","265"
"month","5.1500000954","1.0900000333786","4.0300002098","1.769999980926514","4.8499999046","1.1399999856949","130"
"morbid","2.8699998856","2.1400001049042","5.0599999428","2.680000066757202","4.3400001526","2.5","1"
"morgue","1.9199999571","1.3200000524521","4.8400001526","2.960000038146973","3.6099998951","1.9400000572205","1"
"mother","8.3900003433","1.1499999761581","6.1300001144","2.710000038146973","5.7399997711","2.3699998855591","216"
"mountain","6.5900001526","1.6599999666214","5.4899997711","2.430000066757202","5.4600000381","2.3599998950958","33"
"movie","6.8600001335","1.8099999427795","4.9299998283","2.539999961853027","5","1.789999961853","29"
"murderer","1.5299999714","0.9599999785423","7.4699997902","2.180000066757202","3.7699999809","3.0599999427795","19"
"muscular","6.8200001717","1.6299999952316","5.4699997902","2.200000047683716","6.5799999237","2.2799999713898","16"
"music","8.1300001144","1.0900000333786","5.3200001717","3.190000057220459","6.3899998665","2.4400000572205","216"
"mutilate","1.8200000525","1.4500000476837","6.4099998474","2.940000057220459","3.4100000858","2.710000038147","3"
"nature","7.6500000954","1.3700000047684","4.3699998856","2.509999990463257","4.9499998093","2.7200000286102","191"
"nectar","6.9000000954","1.5299999713898","3.8900001049","2.480000019073486","4.5399999619","2.0599999427795","3"
"nightmare","1.9099999666","1.539999961853","7.5900001526","2.230000019073486","3.6800000668","2.7599999904633","9"
"nonchalant","4.7399997711","1.1100000143051","3.1199998856","1.929999947547913","4.3099999428","1.539999961853","1"
"ocean","7.1199998856","1.7200000286102","4.9499998093","2.789999961853027","5.5300002098","2.75","34"
"opinion","6.2800002098","1.4500000476837","4.8899998665","2.460000038146973","5.5300002098","1.9299999475479","96"
"orchestra","6.0199999809","1.8899999856949","3.5199999809","2.289999961853027","5.1700000763","2.1400001049042","60"
"overwhelmed","4.1900000572","2.6099998950958","7","2.369999885559082","3.8900001049","2.5799999237061","4"
"pain","2.1300001144","1.8099999427795","6.5","2.490000009536743","3.7100000381","2.5299999713898","88"
"palace","7.1900000572","1.7799999713898","5.0999999046","2.75","5.6900000572","2.1700000762939","38"
"paper","5.1999998093","1.210000038147","2.5","1.850000023841858","4.4699997902","1.6699999570847","157"
"paradise","8.720000267","0.6000000238419","5.1199998856","3.380000114440918","6.0300002098","2.789999961853","12"
"party","7.8600001335","1.8300000429153","6.6900000572","2.839999914169312","5.8299999237","2.460000038147","216"
"passion","8.029999733","1.2699999809265","7.2600002289","2.569999933242798","6.1300001144","2.2400000095367","28"
"patent","5.2899999619","1.0800000429153","3.5","1.840000033378601","4.9000000954","1.789999961853","35"
"peace","7.7199997902","1.75","2.9500000477","2.549999952316284","5.4499998093","2.8399999141693","198"
"pencil","5.2199997902","0.6800000071526","3.1400001049","1.899999976158142","4.7800002098","1.7300000190735","34"
