"word","valence","valence_mean_sd","dominance","dominance_mean_sd","arousal","arousal_mean_sd","frequency"
"perfection","7.25","2.0499999523163","5.9499998093","2.730000019073486","6.7100000381","2.2599999904633","11"
"person","6.3200001717","1.7400000095367","4.1900000572","2.450000047683716","5.3499999046","2.0199999809265","175"
"pervert","2.7899999619","2.1199998855591","6.2600002289","2.609999895095825","4.7199997902","2.8299999237061","1"
"pest","3.1300001144","1.8200000524521","5.6199998856","2.150000095367432","5.2899999619","2.1300001144409","4"
"pie","6.4099998474","1.8899999856949","4.1999998093","2.400000095367432","5.3499999046","1.7799999713898","14"
"pillow","7.9200000763","1.3999999761581","2.9700000286","2.519999980926514","4.5599999428","2.1700000762939","8"
"plant","5.9800000191","1.8300000429153","3.6199998856","2.25","4.7100000381","2.1199998855591","125"
"pleasure","8.279999733","0.9200000166893","5.7399997711","2.809999942779541","6.1500000954","2.3099999427795","62"
"poetry","5.8600001335","1.9099999666214","4","2.849999904632568","5.3099999428","1.8099999427795","88"
"poison","1.9800000191","1.4400000572205","6.0500001907","2.819999933242798","3.0999999046","2.4400000572205","10"
"politeness","7.1799998283","1.5","3.7400000095","2.369999885559082","5.7399997711","1.7000000476837","5"
"pollute","1.8500000238","1.1100000143051","6.0799999237","2.420000076293945","4.9200000763","2.5099999904633","1"
"poverty","1.6699999571","0.8999999761581","4.8699998856","2.660000085830688","3.2100000381","2.210000038147","20"
"power","6.5399999619","2.210000038147","6.6700000763","1.870000004768372","7.2800002098","2.3499999046326","342"
"powerful","6.8400001526","1.7999999523163","5.8299999237","2.690000057220459","7.1900000572","2.5199999809265","63"
"prairie","5.75","1.4299999475479","3.4100000858","2.170000076293945","4.6199998856","2.1300001144409","21"
"pretty","7.75","1.2599999904633","6.0300002098","2.220000028610229","5.5","1.9700000286102","107"
"pride","7","2.1099998950958","5.8299999237","2.480000019073486","7.0599999428","2.1500000953674","42"
"priest","6.4200000763","2","4.4099998474","2.710000038146973","4.8800001144","2.0699999332428","16"
"prison","2.0499999523","1.3400000333786","5.6999998093","2.559999942779541","4.1999998093","2.5799999237061","42"
"privacy","5.8800001144","1.5","4.1199998856","1.830000042915344","5.6599998474","1.7799999713898","12"
"profit","7.6300001144","1.2999999523163","6.6799998283","1.779999971389771","5.8499999046","2.4700000286102","28"
"promotion","8.1999998093","1.1499999761581","6.4400000572","2.579999923706055","6.7899999619","2.2799999713898","26"
"protected","7.2899999619","1.789999961853","4.0900001526","2.769999980926514","5.8000001907","2.539999961853","31"
"proud","8.029999733","1.5599999427795","5.5599999428","3.009999990463257","6.7399997711","2.7300000190735","50"
"punishment","2.2200000286","1.4099999666214","5.9299998283","2.400000095367432","3.5","2.4300000667572","21"
"puppy","7.5599999428","1.8999999761581","5.8499999046","2.779999971389771","5.5100002289","2.3900001049042","2"
"putrid","2.3800001144","1.710000038147","5.7399997711","2.259999990463257","4.8899998665","2.0899999141693","0"
"quarrel","2.9300000668","2.0599999427795","6.2899999619","2.559999942779541","4.0199999809","2.1600000858307","20"
"quiet","5.5799999237","1.8300000429153","2.8199999332","2.130000114440918","4.4200000763","2.2999999523163","76"
"rabies","1.7699999809","0.9700000286102","6.0999999046","2.619999885559082","3.8499999046","2.3399999141693","1"
"radio","6.7300000191","1.4700000286102","4.7800002098","2.819999933242798","5.2800002098","1.8500000238419","120"
"rage","2.4100000858","1.8600000143051","8.1700000763","1.399999976158142","5.6799998283","3.0099999904633","16"
"rainbow","8.1400003433","1.2300000190735","4.6399998665","2.880000114440918","4.7199997902","2.3699998855591","4"
"rape","1.25","0.910000026226","6.8099999428","3.170000076293945","2.9700000286","2.9400000572205","5"
"rat","3.0199999809","1.6599999666214","4.9499998093","2.359999895095825","4.5500001907","2.1400001049042","6"
"rattle","5.0300002098","1.2300000190735","4.3600001335","2.180000066757202","4.1700000763","1.5599999427795","5"
"refreshment","7.4400000572","1.289999961853","4.4499998093","2.700000047683716","5","1.9199999570847","2"
"regretful","2.2799999714","1.4199999570847","5.7399997711","2.319999933242798","3.4300000668","2.5199999809265","1"
"rejected","1.5","1.0900000333786","6.3699998856","2.559999942779541","2.7200000286","2.5799999237061","33"
"relaxed","7","1.7699999809265","2.3900001049","2.130000114440918","5.5500001907","1.8999999761581","14"
"repentant","5.5300002098","1.8600000143051","4.6900000572","1.980000019073486","5.4200000763","2.0599999427795","1"
"rescue","7.6999998093","1.2400000095367","6.5300002098","2.559999942779541","6.4499998093","2.289999961853","15"
"reserved","4.8800001144","1.8300000429153","3.2699999809","2.049999952316284","4.3000001907","1.9299999475479","27"
"respect","7.6399998665","1.289999961853","5.1900000572","2.390000104904175","6.8899998665","2.1099998950958","125"
"respectful","7.2199997902","1.2699999809265","4.5999999046","2.670000076293945","5.6700000763","2.3800001144409","4"
"reverent","5.3499999046","1.210000038147","4","1.600000023841858","4.6700000763","1.6799999475479","3"
"revolt","4.1300001144","1.7799999713898","6.5599999428","2.339999914169312","6.1799998283","2.1099998950958","8"
"reward","7.5300002098","1.6699999570847","4.9499998093","2.619999885559082","6","2.1400001049042","15"
"riches","7.6999998093","1.9500000476837","6.1700000763","2.700000047683716","6.7399997711","2.4300000667572","2"
"ridicule","3.1300001144","2.2400000095367","5.8299999237","2.730000019073486","3.8699998856","2.7000000476837","5"
"riot","2.9600000381","1.9299999475479","6.3899998665","2.630000114440918","4.1799998283","2.4700000286102","7"
"river","6.8499999046","1.6900000572205","4.5100002289","2.420000076293945","5.0999999046","1.8600000143051","165"
"roach","2.3499999046","1.7000000476837","6.6399998665","2.640000104904175","4.8200001717","2.9400000572205","2"
"romantic","8.3199996948","1","7.5900001526","2.069999933242798","6.0799999237","2.289999961853","32"
"rotten","2.2599999905","1.3700000047684","4.5300002098","2.380000114440918","4.3200001717","2.0899999141693","2"
"rude","2.5","2.1099998950958","6.3099999428","2.470000028610229","4.9099998474","2.4900000095367","6"
"rusty","3.8599998951","1.4700000286102","3.7699999809","2.160000085830688","4.5300002098","1.6200000047684","8"
"sad","1.6100000143","0.9499999880791","4.1300001144","2.380000114440918","3.4500000477","2.1800000667572","35"
"salad","5.7399997711","1.6200000047684","3.8099999428","2.289999961853027","5.4699997902","1.6799999475479","9"
"salute","5.9200000763","1.5700000524521","5.3099999428","2.230000019073486","5.4600000381","2.0499999523163","3"
"sapphire","7","1.8799999952316","5","2.720000028610229","5.5500001907","2.2400000095367","0"
"satisfied","7.9400000572","1.1900000572205","4.9400000572","2.630000114440918","6.1399998665","2.3699998855591","36"
"savior","7.7300000191","1.5599999427795","5.8000001907","3.009999990463257","6.6399998665","2.1800000667572","6"
"scholar","7.2600002289","1.4199999570847","5.1199998856","2.460000038146973","6.5900001526","2.0199999809265","15"
"scorn","2.8399999142","2.0699999332428","5.4800000191","2.519999980926514","3.9300000668","2.6400001049042","4"
"scornful","3.0199999809","2.0299999713898","5.0399999619","2.559999942779541","4.5900001526","2.1800000667572","5"
"scum","2.4300000668","1.5599999427795","4.8800001144","2.359999895095825","4.2600002289","1.9900000095367","0"
"scurvy","3.1900000572","2","4.7100000381","2.720000028610229","4.4800000191","2.4800000190735","1"
"seasick","2.0499999523","1.2000000476837","5.8000001907","2.880000114440918","3.4100000858","2.3900001049042","0"
"seat","4.9499998093","0.9800000190735","2.9500000477","1.720000028610229","4.8400001526","1.8799999952316","54"
"secure","7.5700001717","1.7599999904633","3.1400001049","2.470000028610229","5.9299998283","2.5699999332428","30"
"selfish","2.4200000763","1.6200000047684","5.5","2.619999885559082","4.6399998665","2.3099999427795","8"
"serious","5.0799999237","1.5900000333786","4","1.870000004768372","5.1199998856","1.6499999761581","116"
"sex","8.0500001907","1.5299999713898","7.3600001335","1.909999966621399","5.75","2.25","84"
"shadow","4.3499999046","1.2300000190735","4.3000001907","2.259999990463257","4.1900000572","1.8200000524521","36"
"shamed","2.5","1.3400000333786","4.8800001144","2.269999980926514","2.9800000191","1.9400000572205","1"
"sheltered","5.75","1.9199999570847","4.2800002098","1.769999980926514","3.7599999905","1.9099999666214","4"
"ship","5.5500001907","1.3999999761581","4.3800001144","2.289999961853027","5.1199998856","2.3099999427795","83"
"shy","4.6399998665","1.8300000429153","3.7699999809","2.289999961853027","3.4400000572","1.960000038147","13"
"sickness","2.25","1.710000038147","5.6100001335","2.670000076293945","3.8399999142","2.5","6"
"silk","6.9000000954","1.2699999809265","3.7100000381","2.509999990463257","4.8099999428","1.9299999475479","12"
"sin","2.7999999523","1.6699999570847","5.7800002098","2.210000038146973","3.6199998856","2.289999961853","53"
"sinful","2.9300000668","2.1500000953674","6.2899999619","2.430000066757202","4.2399997711","2.7300000190735","3"
"sissy","3.1400001049","1.960000038147","5.1700000763","2.569999933242798","3.5799999237","2.7400000095367","0"
"skeptical","4.5199999809","1.6299999952316","4.9099998474","1.919999957084656","4.5","1.6100000143051","7"
"slap","2.9500000477","1.789999961853","6.4600000381","2.579999923706055","4.2100000381","2.289999961853","2"
"slaughter","1.6399999857","1.1799999475479","6.7699999809","2.420000076293945","3.8199999332","2.75","10"
"slave","1.8400000334","1.1299999952316","6.2100000381","2.930000066757202","3.2899999619","2.7599999904633","30"
"sleep","7.1999998093","1.7699999809265","2.7999999523","2.660000085830688","5.4099998474","2.4100000858307","65"
"slime","2.6800000668","1.6599999666214","5.3600001335","2.630000114440918","4.1700000763","1.8200000524521","1"
"slum","2.3900001049","1.25","4.7800002098","2.519999980926514","3.8299999237","2.1800000667572","8"
"smallpox","2.5199999809","2.0799999237061","5.5799999237","2.130000114440918","4.2899999619","2.1700000762939","2"
"snob","3.3599998951","1.8099999427795","5.6500000954","2.359999895095825","5.1100001335","2.25","1"
"snuggle","7.9200000763","1.2400000095367","4.1599998474","2.799999952316284","5.6599998474","2.4700000286102","4"
"solemn","4.3200001717","1.5099999904633","3.5599999428","1.950000047683716","4.6100001335","1.8700000047684","12"
"spirit","7","1.3200000524521","5.5599999428","2.619999885559082","5.8200001717","2.4200000762939","182"
"spouse","7.5799999237","1.4800000190735","5.2100000381","2.75","5.5300002098","1.9700000286102","3"
"square","4.7399997711","1.0199999809265","3.1800000668","1.759999990463257","4.5100002289","1.4500000476837","143"
"star","7.2699999809","1.6599999666214","5.8299999237","2.440000057220459","4.6799998283","2.1500000953674","25"
"startled","4.5","1.6699999570847","6.9299998283","2.240000009536743","4.4800000191","1.5700000524521","21"
"stink","3","1.789999961853","4.2600002289","2.099999904632568","4.1599998474","1.9800000190735","3"
"street","5.2199997902","0.7200000286102","3.3900001049","1.870000004768372","4.8099999428","1.210000038147","244"
"stress","2.0899999142","1.4099999666214","7.4499998093","2.380000114440918","3.9300000668","2.75","107"
"strong","7.1100001335","1.4800000190735","5.9200000763","2.279999971389771","6.9200000763","2.4300000667572","202"
"stupid","2.3099999428","1.3700000047684","4.7199997902","2.710000038146973","2.9800000191","2.1800000667572","24"
"subdued","4.6700000763","1.3099999427795","2.9000000954","1.809999942779541","4.0799999237","1.5599999427795","8"
"success","8.2899999619","0.9300000071526","6.1100001335","2.650000095367432","6.8899998665","2.4000000953674","93"
"suffocate","1.5599999428","0.9599999785423","6.0300002098","3.190000057220459","3.4400000572","2.8099999427795","1"
"suicide","1.25","0.6899999976158","5.7300000191","3.140000104904175","3.5799999237","3.0199999809265","17"
"sunrise","7.8600001335","1.3500000238419","5.0599999428","3.049999952316284","5.2899999619","2.4100000858307","10"
"sunset","7.6799998283","1.7200000286102","4.1999998093","2.990000009536743","5.6599998474","2.0799999237061","14"
"surprised","7.4699997902","1.5599999427795","7.4699997902","2.089999914169312","6.1100001335","2.1900000572205","58"
"suspicious","3.7599999905","1.4199999570847","6.25","1.590000033378601","4.4699997902","1.9900000095367","13"
"sweetheart","8.4200000763","0.8299999833107","5.5","2.730000019073486","6.0300002098","2.2400000095367","9"
"syphilis","1.6799999475","1.2300000190735","5.6900000572","3.25","3.3299999237","2.6700000762939","0"
"table","5.2199997902","0.7200000286102","2.9200000763","2.160000085830688","4.4699997902","1.6599999666214","198"
"talent","7.5599999428","1.25","6.2699999809","1.799999952316284","6.4899997711","1.75","40"
"tense","3.5599999428","1.3600000143051","6.5300002098","2.099999904632568","5.2199997902","2.0199999809265","15"
"termite","3.5799999237","2.0799999237061","5.3899998665","2.430000066757202","3.8699998856","1.8700000047684","0"
"terrible","1.9299999475","1.4400000572205","6.2699999809","2.440000057220459","3.5799999237","2.3399999141693","45"
"terrific","8.1599998474","1.1200000047684","6.2300000191","2.730000019073486","6.5999999046","2.1500000953674","5"
"terrified","1.7200000286","1.1399999856949","7.8600001335","2.269999980926514","3.0799999237","2.75","7"
"thankful","6.8899998665","2.289999961853","4.3400001526","2.309999942779541","5.3200001717","2","6"
"theory","5.3000001907","1.4900000095367","4.6199998856","1.940000057220459","4.8800001144","1.8099999427795","129"
"thief","2.1300001144","1.6900000572205","6.8899998665","2.130000114440918","3.7899999619","2.5499999523163","8"
"thorn","3.6400001049","1.7599999904633","5.1399998665","2.140000104904175","4.4499998093","1.5","3"
"thoughtful","7.6500000954","1.0299999713898","5.7199997902","2.299999952316284","5.6100001335","2.1099998950958","11"
"thrill","8.0500001907","1.4800000190735","8.0200004578","1.649999976158142","6.5399999619","2.2999999523163","5"
"time","5.3099999428","2.0199999809265","4.6399998665","2.75","4.6300001144","2.2400000095367","1599"
"timid","3.8599998951","1.5499999523163","4.1100001335","2.089999914169312","3.0899999142","1.9099999666214","5"
"tobacco","3.2799999714","2.1600000858307","4.8299999237","2.900000095367432","4.0799999237","2.2699999809265","19"
"tomb","2.9400000572","1.8799999952316","4.7300000191","2.720000028610229","3.7200000286","2.0499999523163","11"
"toothache","1.9800000191","1.1499999761581","5.5500001907","2.509999990463257","3.9000000954","1.8500000238419","0"
"tornado","2.5499999523","1.7799999713898","6.8299999237","2.490000009536743","4.3000001907","2.4200000762939","1"
"torture","1.5599999428","0.7900000214577","6.0999999046","2.769999980926514","3.3299999237","2.3699998855591","3"
"toxic","2.0999999046","1.4800000190735","6.4000000954","2.410000085830688","4.4200000763","2.5099999904633","3"
"tragedy","1.7799999714","1.3099999427795","6.2399997711","2.640000104904175","3.5","2.3399999141693","49"
"traitor","2.2200000286","1.6900000572205","5.7800002098","2.470000028610229","4.6100001335","2.710000038147","2"
"treasure","8.2700004578","0.8999999761581","6.75","2.299999952316284","6.3600001335","2.4200000762939","4"
"tree","6.3200001717","1.5599999427795","3.4200000763","2.210000038146973","5.0799999237","2.289999961853","59"
"triumph","7.8000001907","1.8300000429153","5.7800002098","2.599999904632568","6.9800000191","2.2000000476837","22"
"triumphant","8.8199996948","0.7300000190735","6.7800002098","2.579999923706055","6.9499998093","2.5499999523163","5"
"trophy","7.7800002098","1.2200000286102","5.3899998665","2.440000057220459","6.4400000572","2.3199999332428","8"
"trouble","3.0299999714","2.0899999141693","6.8499999046","2.029999971389771","4.8499999046","2.3900001049042","134"
"troubled","2.1700000763","1.210000038147","5.9400000572","2.359999895095825","3.9100000858","2.3299999237061","31"
"trumpet","5.75","1.3799999952316","4.9699997902","2.130000114440918","4.5700001717","1.7200000286102","7"
"trust","6.6799998283","2.710000038147","5.3000001907","2.660000085830688","6.6100001335","2.039999961853","52"
"truth","7.8000001907","1.289999961853","5","2.769999980926514","6.4699997902","2.1099998950958","126"
"tumor","2.3599998951","2.039999961853","6.5100002289","2.849999904632568","3.5799999237","2.4200000762939","17"
"ugly","2.4300000668","1.2699999809265","5.3800001144","2.230000019073486","4.2600002289","2.3299999237061","21"
"ulcer","1.7799999714","1.1699999570847","6.1199998856","2.680000066757202","4.1700000763","2.2200000286102","5"
"unfaithful","2.0499999523","1.5499999523163","6.1999998093","2.700000047683716","3.0199999809","2.539999961853","1"
"unhappy","1.5700000525","0.9599999785423","4.1799998283","2.5","3.3399999142","2.3499999046326","26"
"untroubled","7.6199998856","1.4099999666214","3.8900001049","2.539999961853027","5.5300002098","2.539999961853","0"
"upset","2","1.1799999475479","5.8600001335","2.400000095367432","4.0799999237","2.3099999427795","14"
"useful","7.1399998665","1.6000000238419","4.2600002289","2.470000028610229","5.9299998283","2.0999999046326","58"
"useless","2.1300001144","1.4199999570847","4.8699998856","2.579999923706055","3.9200000763","2.6199998855591","17"
"vacation","8.1599998474","1.3600000143051","5.6399998665","2.990000009536743","6.8000001907","2.0799999237061","47"
"valentine","8.1099996567","1.3500000238419","6.0599999428","2.910000085830688","5.8099999428","2.4500000476837","2"
"vampire","4.2600002289","1.8600000143051","6.3699998856","2.349999904632568","5.0500001907","2.2699999809265","1"
"vandal","2.7100000381","1.9099999666214","6.4000000954","1.879999995231628","3.9100000858","2.4900000095367","1"
"vanity","4.3000001907","1.9099999666214","4.9800000191","2.309999942779541","4.8000001907","2.0299999713898","7"
"vehicle","6.2699999809","2.3399999141693","4.6300001144","2.809999942779541","5.7699999809","2.6099998950958","35"
"venom","2.6800000668","1.8099999427795","6.0799999237","2.440000057220459","3.9400000572","2.2300000190735","2"
"victory","8.3199996948","1.1599999666214","6.6300001144","2.839999914169312","7.2600002289","2.1400001049042","61"
"vigorous","6.7899999619","1.539999961853","5.9000000954","2.660000085830688","5.4099998474","2.2200000286102","29"
"village","5.9200000763","1.3400000333786","4.0799999237","1.870000004768372","4.9400000572","1.7400000095367","72"
"violent","2.2899999619","1.7799999713898","6.8899998665","2.470000028610229","5.1599998474","2.8599998950958","33"
"virtue","6.2199997902","2.0599999427795","4.5199999809","2.519999980926514","6.1300001144","2.0899999141693","30"
"vision","6.6199998856","1.8400000333786","4.6599998474","2.430000066757202","6.0199999809","1.960000038147","56"
"vomit","2.0599999428","1.5700000524521","5.75","2.839999914169312","3.5799999237","2.4500000476837","3"
"war","2.0799999237","1.9099999666214","7.4899997711","2.160000085830688","4.5","3","464"
"warmth","7.4099998474","1.8099999427795","3.7300000191","2.400000095367432","5.6100001335","1.6699999570847","28"
"wasp","3.3699998856","1.6299999952316","5.5","2.170000076293945","3.7599999905","1.8200000524521","2"
"waste","2.9300000668","1.7599999904633","4.1399998665","2.299999952316284","4.7199997902","1.9400000572205","35"
"water","6.6100001335","1.7799999713898","4.9699997902","2.490000009536743","5.0799999237","1.9900000095367","442"
"waterfall","7.8800001144","1.0299999713898","5.3699998856","2.839999914169312","5.1999998093","2.1800000667572","2"
"wealthy","7.6999998093","1.3400000333786","5.8000001907","2.730000019073486","6.7699999809","2.5699999332428","12"
"weapon","3.9700000286","1.9199999570847","6.0300002098","1.889999985694885","5.1900000572","2.6099998950958","42"
"weary","3.7899999619","2.1199998855591","3.8099999428","2.289999961853027","4","1.9099999666214","17"
"wedding","7.8200001717","1.5599999427795","5.9699997902","2.849999904632568","6.6799998283","2.0799999237061","32"
"whore","2.2999999523","2.1099998950958","5.8499999046","2.930000066757202","4.6100001335","2.7300000190735","2"
"wicked","2.9600000381","2.3699998855591","6.0900001526","2.440000057220459","4.3600001335","2.6500000953674","9"
"win","8.3800001144","0.9200000166893","7.7199997902","2.160000085830688","7.3899998665","2.3599998950958","55"
"window","5.9099998474","1.3799999952316","3.9700000286","2.009999990463257","4.9099998474","1.6000000238419","119"
"wine","5.9499998093","2.1900000572205","4.7800002098","2.339999914169312","5.3099999428","2.1500000953674","72"
"wise","7.5199999809","1.2300000190735","3.9100000858","2.640000104904175","6.6999998093","2.3900001049042","36"
"woman","6.6399998665","1.7599999904633","5.3200001717","2.589999914169312","6.3299999237","1.5199999809265","224"
"wonder","6.0300002098","1.5800000429153","5","2.230000019073486","5.3200001717","2.1700000762939","67"
"world","6.5","2.0299999713898","5.3200001717","2.390000104904175","5.2600002289","2.4700000286102","787"
"astronaut","6.6599998474","1.6000000238419","5.2800002098","2.109999895095825","5.1999998093","1.9500000476837","2"
"bath","7.3299999237","1.4500000476837","4.1599998474","2.309999942779541","6.4099998474","1.8700000047684","26"
"cash","8.3699998856","1","7.3699998856","2.210000038146973","6.9600000381","2.3900001049042","36"
"cat","5.7199997902","2.4300000667572","4.3800001144","2.240000009536743","6.1599998474","2.0499999523163","0"
"chocolate","6.8800001144","1.8899999856949","5.2899999619","2.549999952316284","5.1799998283","1.9700000286102","9"
"couple","7.4099998474","1.9700000286102","6.3899998665","2.309999942779541","6.0199999809","2.2799999713898","122"
"dancer","7.1399998665","1.5599999427795","6","2.200000047683716","6.0199999809","1.9299999475479","31"
"desire","7.6900000572","1.3899999856949","7.3499999046","1.759999990463257","6.4899997711","1.8300000429153","79"
"dinner","7.1599998474","1.5","5.4299998283","2.140000104904175","6.0999999046","1.8700000047684","91"
"diver","6.4499998093","1.5499999523163","5.0399999619","2.099999904632568","5.0399999619","1.9099999666214","1"
"dog","7.5700001717","1.6599999666214","5.7600002289","2.5","6.25","2.0999999046326","75"
"erotic","7.4299998283","1.5299999713898","7.2399997711","1.970000028610229","6.3899998665","2.1600000858307","8"
"fireworks","7.5500001907","1.5","6.6700000763","2.119999885559082","5.5100002289","1.9800000190735","5"
"food","7.6500000954","1.3700000047684","5.9200000763","2.109999895095825","6.1799998283","2.4800000190735","147"
"gymnast","6.3499999046","1.789999961853","5.0199999809","2.200000047683716","5.3099999428","1.789999961853","1"
"infatuation","6.7300000191","2.0799999237061","7.0199999809","1.870000004768372","4.9000000954","2.2799999713898","4"
"kitten","6.8600001335","2.1300001144409","5.0799999237","2.450000047683716","6.8600001335","2.0099999904633","5"
"lion","5.5700001717","1.9900000095367","6.1999998093","2.160000085830688","4.1199998856","2.3299999237061","17"
"lust","7.1199998856","1.6200000047684","6.8800001144","1.850000023841858","5.4899997711","2.2699999809265","5"
"nude","6.8200001717","1.6299999952316","6.4099998474","2.089999914169312","5.9600000381","2.289999961853","20"
"outdoors","7.4699997902","1.7999999523163","5.9200000763","2.549999952316284","6.2699999809","2.2400000095367","6"
"owl","5.8000001907","1.3099999427795","3.9800000191","1.870000004768372","5.8200001717","1.6200000047684","2"
"pancakes","6.0799999237","1.8300000429153","4.0599999428","2.130000114440918","5.7600002289","1.6100000143051","0"
"pasta","6.6900000572","1.6399999856949","4.9400000572","2.039999961853027","5.8000001907","1.4700000286102","0"
"people","7.3299999237","1.7000000476837","5.9400000572","2.089999914169312","6.1399998665","2.0199999809265","847"
"pizza","6.6500000954","2.2300000190735","5.2399997711","2.089999914169312","5.6900000572","1.8999999761581","3"
"rabbit","6.5700001717","1.9199999570847","4.0199999809","2.190000057220459","6.0799999237","1.7200000286102","11"
"rollercoaster","8.0200004578","1.6299999952316","8.0600004196","1.710000038146973","5.0999999046","2.7599999904633","0"
"sailboat","7.25","1.710000038147","4.8800001144","2.730000019073486","5.8600001335","1.710000038147","1"
"sexy","8.0200004578","1.1200000047684","7.3600001335","1.909999966621399","6.8200001717","2.1300001144409","2"
"skijump","7.0599999428","1.7300000190735","7.0599999428","2.099999904632568","4.9000000954","2.3199999332428","0"
"sun","7.5500001907","1.8500000238419","5.0399999619","2.660000085830688","6.1599998474","2.0899999141693","112"
"clouds","6.1799998283","2.1800000667572","3.2999999523","2.079999923706055","5.2199997902","1.6599999666214","38"
"garter","6.2199997902","1.5900000333786","5.4699997902","2.150000095367432","5.8200001717","1.6200000047684","2"
"golfer","5.6100001335","1.9299999475479","3.7300000191","2.259999990463257","5.5500001907","1.789999961853","3"
